query accession,genus/species,nucleotide acc,protein acc,fxn,dir,min,max,PfamID1,description,E-value1,PfamID2,description,E-value2,PfamID3,description,E-value3,custom hmm,custom hmm E-value,custom hmm2,custom hmm2 E-value
WP_043693387.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_043693374.1,,rev,53814,54884,PF00111,Fer2  2Fe-2S iron-sulfur cluster binding domain,1.5e-11,PF00970,FAD_binding_6  Oxidoreductase FAD-binding domain,2.6e-06,PF00175,NAD_binding_1  Oxidoreductase NAD-binding domain,0.00047,
WP_043693387.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_043693377.1,,rev,54881,55759,PF10118,Metal_hydrol  Predicted metal-dependent hydrolase,1.3e-72,,,,,,,
WP_043693387.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_043693379.1,,fwd,55864,56526,PF00440,TetR_N  Bacterial regulatory proteins  tetR family,2.9e-05,PF12833,HTH_18  Helix-turn-helix domain,0.034,PF04546,Sigma70_ner  Sigma-70  non-essential region,0.15,
WP_043693387.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_043693381.1,,rev,56523,58001,PF13450,NAD_binding_8  NAD(P)-binding Rossmann-like domain,9.1e-11,PF13738,Pyr_redox_3  Pyridine nucleotide-disulphide oxidoreductase,1.1e-10,PF07992,Pyr_redox_2  Pyridine nucleotide-disulphide oxidoreductase,7.6e-10,
WP_043693387.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_043693497.1,,fwd,58562,59638,PF08545,ACP_syn_III  3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III,7.3e-13,PF08541,ACP_syn_III_C  3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III C terminal,7e-09,PF00108,Thiolase_N  Thiolase  N-terminal domain,0.012,
WP_043693387.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_043693384.1,,fwd,59647,60561,PF08545,ACP_syn_III  3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III,2.6e-06,,,,,,,
WP_043693387.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_043693387.1,,fwd,60558,62231,PF00501,AMP-binding  AMP-binding enzyme,1.3e-60,,,,,,,
WP_043693387.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_043693390.1,,fwd,62235,62516,NO PFAM MATCH,,,,,,,,,
WP_043693387.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_043693392.1,,fwd,62513,63559,PF01073,3Beta_HSD  3-beta hydroxysteroid dehydrogenase/isomerase family,6.3e-39,PF01370,Epimerase  NAD dependent epimerase/dehydratase family,2.9e-31,PF07993,NAD_binding_4  Male sterility protein,9.8e-22,
WP_043693387.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_043693395.1,,fwd,63586,64785,PF07336,ABATE  Putative stress-induced transcription regulator,1.8,,,,,,,
WP_043693387.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_043693398.1,,fwd,64782,66887,PF03176,MMPL  MMPL family,1.9e-69,,,,,,,
WP_043693387.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_043693401.1,,fwd,67173,67586,NO PFAM MATCH,,,,,,,,,
WP_043693387.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_043693403.1,,rev,67640,67888,PF02805,Ada_Zn_binding  Metal binding domain of Ada,1.2e-07,,,,,,,
WP_084515010.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067570138.1,,rev,66280,67407,PF06737,Transglycosylas  Transglycosylase-like domain,6e-34,PF03990,DUF348  Domain of unknown function (DUF348),5.6e-23,PF07501,G5  G5 domain,5.2e-15,
WP_084515010.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067570061.1,,rev,67471,68298,PF01026,TatD_DNase  TatD related DNase,1.7e-68,PF01261,AP_endonuc_2  Xylose isomerase-like TIM barrel,0.00019,PF04909,Amidohydro_2  Amidohydrolase,0.00024,
WP_084515010.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067570063.1,,fwd,68365,69924,PF09334,tRNA-synt_1g  tRNA synthetases class I (M),9.4e-111,PF00133,tRNA-synt_1  tRNA synthetases class I (I  L  M and V),2.9e-31,PF01406,tRNA-synt_1e  tRNA synthetases class I (C) catalytic domain,2.2e-11,
WP_084515010.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067570065.1,,rev,70000,70929,PF08450,SGL  SMP-30/Gluconolaconase/LRE-like region,4.7e-12,PF03088,Str_synth  Strictosidine synthase,1.4e-05,PF01436,NHL  NHL repeat,0.0099,
WP_084515010.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067570067.1,,fwd,71227,72276,PF08545,ACP_syn_III  3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III,1.8e-11,PF08541,ACP_syn_III_C  3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III C terminal,5e-10,,,,
WP_084515010.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067570069.1,,fwd,72278,73189,PF08541,ACP_syn_III_C  3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III C terminal,3.6e-05,PF08545,ACP_syn_III  3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III,4.1e-05,PF08392,FAE1_CUT1_RppA  FAE1/Type III polyketide synthase-like protein,0.085,
WP_084515010.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_084515010.1,,fwd,73234,75153,PF00501,AMP-binding  AMP-binding enzyme,1.2e-61,,,,,,,
WP_084515010.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067570140.1,,fwd,75159,75434,NO PFAM MATCH,,,,,,,,,
WP_084515010.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067570071.1,,fwd,75434,76492,PF01073,3Beta_HSD  3-beta hydroxysteroid dehydrogenase/isomerase family,3.3e-38,PF01370,Epimerase  NAD dependent epimerase/dehydratase family,6e-29,PF13460,NAD_binding_10  NAD(P)H-binding,3.7e-18,
WP_084515010.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067570073.1,,fwd,76521,77708,NO PFAM MATCH,,,,,,,,,
WP_084515010.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067570142.1,,fwd,77749,79884,PF03176,MMPL  MMPL family,7.6e-66,,,,,,,
WP_084515010.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067570075.1,,rev,79910,80770,PF00590,TP_methylase  Tetrapyrrole (Corrin/Porphyrin) Methylases,1.2e-25,,,,,,,
WP_084515010.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_084515012.1,,fwd,81201,82754,PF16192,PMT_4TMC  C-terminal four TMM region of protein-O-mannosyltransferase,9.2e-21,PF02366,PMT  Dolichyl-phosphate-mannose-protein mannosyltransferase,1.7e-14,PF13231,PMT_2  Dolichyl-phosphate-mannose-protein mannosyltransferase,1.7e-07,
WP_084515010.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067570138.1,,rev,66280,67407,PF06737,Transglycosylas  Transglycosylase-like domain,6e-34,PF03990,DUF348  Domain of unknown function (DUF348),5.6e-23,PF07501,G5  G5 domain,5.2e-15,
WP_084515010.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067570061.1,,rev,67471,68298,PF01026,TatD_DNase  TatD related DNase,1.7e-68,PF01261,AP_endonuc_2  Xylose isomerase-like TIM barrel,0.00019,PF04909,Amidohydro_2  Amidohydrolase,0.00024,
WP_084515010.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067570063.1,,fwd,68365,69924,PF09334,tRNA-synt_1g  tRNA synthetases class I (M),9.4e-111,PF00133,tRNA-synt_1  tRNA synthetases class I (I  L  M and V),2.9e-31,PF01406,tRNA-synt_1e  tRNA synthetases class I (C) catalytic domain,2.2e-11,
WP_084515010.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067570065.1,,rev,70000,70929,PF08450,SGL  SMP-30/Gluconolaconase/LRE-like region,4.7e-12,PF03088,Str_synth  Strictosidine synthase,1.4e-05,PF01436,NHL  NHL repeat,0.0099,
WP_084515010.1,Nocardia,X-XSS-Protection: 1; mode=block,WP_067570067.1,,fwd,71227,72276,PF08545,ACP_syn_III  3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III,1.8e-11,PF08541,ACP_syn_III_C  3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III C terminal,5e-10,,,,
